X,Real Y,Predict Y (1),Predict Y (2),Predict Y (3),Predict Y (4),Predict Y (5),Predict Y (6),Predict Y (7),Predict Y (8),Predict Y (9),Predict Y (10),Predict Y (11),Predict Y (12),Predict Y (13),Predict Y (14),Predict Y (15),Predict Y (16)
1959.25,317.675,321.5430954,312.8954437,315.7671039,315.637771,315.1051194,317.2394803,321.4258257,316.9680513,317.9950031,317.6340758,318.740032,313.8242695,319.6258357,315.5408018,317.7038143,318.7468801
1959.333333,318.325,324.8625574,311.3115796,319.3724492,315.4929566,316.2235156,318.941377,321.8041514,315.7519743,319.5796955,317.911382,319.8421671,315.6295385,319.96939,317.106177,318.8341207,320.415681
1959.416667,318.025,311.7847518,316.0386579,314.1961765,315.037261,317.529261,320.0915694,320.3567391,314.6326526,320.7639549,317.2834699,319.6778142,316.4053147,319.587283,317.4436886,318.3496327,320.6539865
1959.5,316.525,307.9883848,321.1078044,317.0258406,314.7954143,317.2100103,318.7353022,318.2157431,313.9460597,319.5611587,315.1163192,318.0909504,315.5162867,319.1202917,316.4834313,316.0938275,318.3663739
1959.583333,314.9,315.3030404,311.0016074,316.1779505,315.1314475,315.3979053,314.7217176,316.6975473,312.9652823,316.4122154,313.1380069,315.1775384,314.7707627,318.7592984,315.3461976,313.8110571,314.3250861
1959.666667,313.825,316.1978167,310.5037732,317.5453024,315.8307642,314.6888837,310.6498845,315.4221355,311.5282675,313.8549147,312.618925,312.7785314,314.9037556,317.9918084,314.7086456,313.2878125,311.9665712
1959.75,313.4,317.5890073,314.3769044,313.5280994,316.3886416,315.5021755,309.7972079,314.5582256,310.8574238,312.7344785,314.2053637,312.4696283,315.7601754,317.1483021,314.6421779,314.4481087,312.9324079
1959.833333,314.875,319.6560114,322.2075287,316.1994472,316.641917,316.4836928,312.1957558,314.754334,311.8768053,312.9439411,316.0184999,314.2804827,316.6409133,317.2168888,315.0470301,315.121497,315.1359008
1959.916667,315.525,320.0728971,312.2458522,313.2537927,316.3648667,317.0641522,315.7248221,316.4792133,313.6821333,314.4068459,317.1419133,316.4993825,316.8363996,318.1685563,315.8027259,314.9955644,316.1166941
1960,316.38,317.2134558,315.6746742,312.4795813,316.6603634,317.7431266,318.3661237,318.0117484,315.2855625,316.0802763,318.060751,318.0254295,316.3411833,318.9585045,316.5389496,314.7891667,315.9026172
1960.083333,316.975,317.9943023,322.960541,312.7864099,317.0827872,318.459685,318.5981001,318.1241361,317.308604,317.7171626,319.046264,318.8898032,315.3550227,319.0616889,316.9341684,315.7159418,315.8494685
1960.166667,317.575,323.0107123,321.639566,315.6803626,318.2154872,318.6686269,317.536344,317.9923105,319.8449544,318.6909884,320.110831,320.0622207,315.3850312,319.4385495,317.3003817,317.2680904,317.0568921
1960.25,319.12,310.9685436,318.849812,318.4372087,319.1992293,319.0050594,316.9697004,318.6566078,321.3589358,320.0870666,320.5692212,321.1191795,316.9643516,319.876079,318.2311856,319.2525161,318.7755634
1960.333333,319.925,308.6854879,314.0595806,320.8170403,319.0188366,319.9871878,318.1645132,318.5419637,321.0274247,321.8921501,320.6968773,321.493844,318.6995081,319.3189992,319.375791,320.8698167,320.4336107
1960.416667,319.45,309.4807434,316.8884968,323.0325202,318.1241244,320.3012974,319.5494192,317.1311443,319.6261709,323.0562415,319.9643002,320.3852104,318.8343414,317.9280398,319.5521276,321.0259896,321.0917562
1960.5,318.06,320.1075354,321.5393882,318.480528,317.4356272,318.547428,319.258922,315.7401695,318.107018,322.0772459,318.31112,318.2502661,317.5596375,316.836487,318.2956043,319.1574521,319.3264899
1960.583333,315.775,309.1196359,319.5659889,318.000788,316.5910757,315.740904,317.0723075,315.0494366,316.4443443,318.9472985,316.0930063,315.3661523,316.0660387,316.2861735,316.99743,316.197092,316.067853
1960.666667,314.175,317.0006509,312.2070225,316.5586426,316.2252119,314.102542,314.3743487,314.9250054,314.4362012,316.164398,315.0251364,313.3196946,315.4430421,315.7191215,316.2914939,314.7930558,314.2021565
1960.75,313.84,317.1297352,316.6800086,315.6439488,316.1098915,314.5447924,313.8051412,314.4364544,313.5943209,314.6257418,315.5029562,313.0060215,315.7083238,314.9997454,316.1162132,314.851295,315.1832137
1960.833333,315.025,310.9710716,315.6868204,317.9954142,316.5031176,315.3041141,315.6292735,314.5640669,314.454322,314.624402,316.658461,314.6892436,316.7210059,315.2594602,316.5473723,315.2351871,316.9024558
1960.916667,316.2,317.371067,313.8367405,315.4297563,316.8177614,316.0765075,318.5356765,316.2653287,315.7037713,315.5386398,317.5734689,316.3981959,317.5467204,315.9692026,317.4415085,315.5260217,317.4679864
1961,316.925,321.094407,321.6853679,319.440348,317.414322,317.1612451,320.610318,317.575903,316.4184144,316.9505481,318.5336031,317.4656378,317.9718956,316.6049116,318.3853003,316.4949234,316.8485424
1961.083333,317.65,322.3799473,316.7652821,315.4633729,318.3129992,318.87151,320.5849189,317.8574029,317.8983023,318.26937,319.8159532,318.248545,318.0321052,317.2265633,318.7691914,318.0417001,316.7279781
1961.166667,318.525,319.7339151,318.4239729,317.6984203,319.2967617,319.9505176,319.1615069,318.0626622,320.2619369,319.1323334,320.766257,319.4197607,318.7784827,318.3674462,319.0057315,319.7254808,317.6212388
1961.25,319.42,318.1760585,313.961391,316.2490878,319.9217656,320.6310729,318.2754737,318.6514739,322.1784993,319.7803015,321.3250339,320.4898442,320.6177322,319.4260504,319.8772302,321.0227976,319.1103394
1961.333333,320.475,316.1437444,317.6642741,321.6687699,319.9161545,321.5318199,318.556893,318.3764462,321.8988711,320.7073247,321.3732468,320.374771,322.1148403,319.2254111,320.9412498,322.0554667,320.8560766
1961.416667,319.75,325.2780247,313.7698604,319.553905,319.2201346,321.5091011,319.6641225,316.738313,320.3763868,321.2604598,321.1617857,318.8888479,322.4210771,318.0578514,320.7696701,321.8863322,321.6030434
1961.5,318.32,308.6813775,318.2082173,319.8849473,317.9669251,319.4360429,320.0547988,315.2980137,318.1765699,319.6361322,319.3841684,316.4613669,320.8543108,316.8077881,319.4861068,319.7505206,320.2261188
1961.583333,316.775,323.6245372,326.4808112,319.697528,316.5634578,316.5804794,318.4794963,315.0197468,315.698078,317.0181319,317.3507298,314.2029121,318.8311326,316.3223625,317.8585565,316.7574166,317.5479775
1961.666667,315.04,322.2947942,317.6565195,311.8338143,315.7277719,315.3221837,316.5710253,315.234103,313.1803135,314.799768,315.7166268,312.6541106,317.5680813,316.1388329,316.9052239,315.0053706,315.9612258
1961.75,315.35,324.7463484,319.7195741,316.7368422,315.6286178,315.7118523,315.8265044,315.1765594,312.5605629,313.9194252,315.567289,312.9261844,317.4619721,316.017203,316.4693716,314.8447617,316.8074847
1961.833333,316.05,314.2874504,318.8605768,313.2610816,315.8350397,316.2670508,316.8397558,315.6347364,313.4287351,314.3273387,315.8733084,314.5198011,317.9310014,316.3277736,316.6010598,315.2241515,317.9562546
1961.916667,316.98,311.5456871,321.0015035,318.5187143,316.6588521,316.8730577,318.7105138,316.9977016,314.4278348,315.4082058,316.5214367,316.1007283,318.9784437,317.3324385,317.3452162,316.1698786,317.9335571
1962,317.925,304.9920203,313.324038,316.0659003,317.6225233,317.9060313,320.0735435,318.6411965,314.8451311,317.2228169,317.585917,316.7248337,319.7367492,318.2347853,318.0652052,317.7956204,316.967112
1962.083333,318.625,317.4779776,316.2236922,315.6498621,318.7192451,319.3211136,320.1629414,319.5560287,316.2655823,318.7951731,318.981374,317.4679419,320.0986151,318.9564365,318.4676778,319.7550226,316.4343249
1962.166667,319.68,321.4833444,314.8792518,317.179642,319.8945673,319.9834821,318.8213156,320.3149183,319.0561397,319.6098302,320.1083699,318.8377268,320.7197684,320.5053827,318.6609967,321.0207947,317.0366727
1962.25,320.55,321.3999122,315.6193703,320.0519984,320.6955128,320.5025936,317.7813705,321.1669339,321.8714819,319.8651706,320.808364,320.2602095,322.2828425,322.0747677,319.740757,321.4302295,318.4967911
1962.333333,320.9,318.5157996,317.7147635,320.9786655,321.0020529,321.0314065,317.9252856,320.6899772,322.4828632,320.4401191,321.0303251,320.6239196,323.5960565,321.8283299,320.9970948,321.2853667,320.2818882
1962.416667,320.5,320.7371576,321.6155867,320.2715671,320.2712826,320.6443295,319.1259815,318.6551162,321.8297335,320.6905582,321.0243576,319.5655483,323.193475,319.8886323,321.0363783,320.6041716,321.0247929
1962.5,319.425,319.1925054,322.4873213,316.6534598,319.1639719,318.2410853,319.5360467,316.9643904,320.005135,319.2345648,319.5308916,317.5744579,321.1461014,317.8739056,319.8340408,318.4478668,320.0590483
1962.583333,317.7333333,321.4468215,318.1056337,316.9005643,317.6310908,315.3578085,318.9305046,316.5410743,317.5657782,316.9675904,317.1945076,315.6720468,318.598819,316.5641753,318.4317527,315.7990382,317.6709892
1962.666667,316.0666667,320.938899,317.7133978,318.4355477,316.6249717,314.2988595,317.4421138,316.6407805,315.422595,315.4689326,315.2269657,315.0081575,316.9993216,316.0471038,317.4112987,314.1627147,316.3348236
1962.75,315.475,315.4132461,320.2916775,313.2726996,316.2445706,314.6704849,316.7962492,316.5433288,314.810842,315.5046258,314.3833791,315.8663423,316.157414,315.5612761,316.8477386,313.8596402,317.2478829
1962.833333,316.55,318.0014328,321.956344,314.5796916,316.5866225,315.3472738,317.1571399,316.9852146,316.2699651,316.5673249,314.2760837,317.4803716,316.4693321,315.9485832,316.8769277,314.3568109,317.9970939
1962.916667,317.525,324.3648094,324.6526337,318.0910179,317.5350697,315.4053633,318.1874105,318.5927305,317.3025867,318.0447331,314.7084774,318.5822779,317.3904248,316.8083973,317.5412237,315.5412848,317.4811481
1963,318.725,320.6031397,326.0013226,313.7104681,318.7142197,316.1010892,319.4038337,320.3321887,317.3815392,320.0543313,315.8900866,318.8613992,318.4224537,317.6154127,318.5183799,317.4551858,315.9728478
1963.083333,318.9666667,317.6175648,316.5392663,315.829492,320.145457,317.1319436,319.7117681,321.4508839,318.3926086,321.2954171,317.851228,318.9592069,319.339749,318.6614975,318.9446233,319.427594,315.3812944
1963.166667,319.86,316.5635688,318.5055738,320.1657953,321.2472099,318.0493786,319.101607,322.6432914,321.014689,321.7370816,319.4900228,320.5289711,320.3652786,320.4728044,319.3542437,320.0443093,315.8866844
1963.25,321.275,317.9107794,323.0217856,315.333734,321.9569851,318.8587923,318.1792213,323.3880728,323.8989224,321.4910427,320.5167539,322.0449147,321.7688311,322.0895111,320.675879,319.7150717,317.3013007
1963.333333,322.1,323.933335,324.0895087,319.9099197,322.2542352,319.8858699,318.6748882,322.554602,325.2197379,321.3950842,321.1402728,322.7328184,322.9491317,322.0382938,322.0823711,319.0464255,318.7634512
1963.416667,321.46,323.3288064,324.6268743,320.6487753,321.7893916,319.7963424,319.4249915,319.903369,324.5040475,321.0185038,321.241602,321.6873346,322.7322668,319.8829293,322.2667443,318.0854026,319.536932
1963.5,319.6,323.2028967,320.4686401,322.879018,320.4636132,318.4374348,319.9348551,317.5496148,322.7512162,319.3152074,320.3432424,319.8914189,320.9661329,317.5271559,321.1784858,316.6652256,318.5321357
1963.583333,317.6,315.2780569,321.3565299,317.5192604,319.137836,316.3820872,319.2067267,316.6786267,320.0558996,317.0489783,318.3074886,318.1179097,318.7789845,316.1083851,319.5052667,314.7927073,316.1686698
1963.666667,316.15,311.571921,318.3679305,318.3427628,317.8401283,316.1357925,317.8826297,316.6827454,317.5091525,316.1701771,316.5634573,317.5264794,317.2880937,315.6969505,318.2766496,314.1311293,315.0642498
1963.75,316.05,310.8871767,321.6909876,317.6682763,316.9939968,317.3203085,316.9365414,316.5258129,316.9417425,316.6369086,315.4741366,318.2015274,316.8102813,315.7195819,317.3311227,314.4211416,315.7004865
1963.833333,317,315.4637185,325.6410878,317.2608212,317.3680912,318.0357361,316.7436204,317.1042917,318.3065685,318.018185,315.5514654,319.4233126,317.1389597,316.6378294,317.002337,315.2952463,316.4756705
1963.916667,318.35,320.197686,320.0163878,319.7908496,318.0502504,318.0823872,317.2164699,318.9016705,319.1979332,319.64408,316.0967528,319.9062477,318.2535412,318.135678,317.4193208,316.7761862,315.8297521
1964,319.4,315.5413474,324.8842199,317.6720574,319.299356,318.5784732,318.3455634,320.669978,318.812031,321.4214767,317.6371348,319.3493429,319.5230246,319.1743043,318.2713504,319.2432809,314.5283483
1964.333333,322,317.9122361,319.353272,320.4095632,322.294721,322.4725865,318.7904923,323.1946795,325.4153792,321.7267709,323.8361575,322.8811876,323.7412051,324.4105539,321.9164295,320.8742278,318.1479312
1964.416667,321.75,320.3376711,319.420749,321.2035883,322.0104819,322.6285687,319.4119593,320.1152613,325.2393877,321.0362772,323.8673519,321.9679323,323.247671,322.144424,321.9967926,320.518747,319.1465466
1964.5,320.3,324.8920084,315.667915,324.594913,320.8347336,320.8840727,319.5676697,317.544014,323.3958449,319.4251603,322.7480212,320.2880208,321.337088,319.5082601,320.7524101,319.7195907,318.252074
1964.583333,318.5,317.3863412,319.427825,315.196458,319.2131506,318.609974,318.9266659,316.6329641,320.6634941,317.4687657,320.6816789,318.4577202,319.4299834,317.8686511,319.1790566,318.7356551,316.392332
1964.666667,316.6,314.1593745,322.6010951,317.6303761,317.7387184,317.9802016,317.6837111,316.8813067,318.3743803,316.9017079,318.7103589,317.7703226,317.8595381,317.1490779,317.6023956,318.4161254,315.4388996
1964.75,316.96,320.7189494,312.7665252,317.2220396,317.141813,318.9791453,316.5144742,316.9395202,317.9461496,317.8803182,317.5914046,318.222211,317.3605633,317.3415987,316.6773445,318.7603895,316.4538479
1964.833333,317.725,315.6918835,318.7817336,319.9032621,317.2049709,319.2365359,316.2193187,317.6184782,319.433797,319.5409553,317.302659,319.1292183,317.6584538,318.368188,316.4192501,319.1521655,317.6631766
1964.916667,318.675,321.3851132,323.5418967,318.0906568,318.2285599,318.6641376,316.5448179,319.3681035,320.4592813,321.3861899,317.7968819,319.4222701,318.6672224,319.6476756,317.1324144,320.1411881,317.5006462
1965,319.4,316.6633531,319.9237709,320.2336794,319.3631533,318.5243619,317.6377566,321.2185412,319.5678322,323.0559674,319.3803448,318.4785736,319.7996767,320.3344901,318.3070367,322.2512998,316.6975473
1965.083333,320.45,311.8166359,319.664418,319.0700449,320.4216861,318.9015057,318.8657181,322.47712,319.2919279,324.178043,321.6371321,318.0229606,320.5341133,321.1489805,318.9309781,324.0078686,316.7587328
1965.166667,320.925,316.0794049,321.8343764,320.8735007,321.373503,319.4055642,319.7291189,324.0493677,320.8526847,324.1713196,323.4845174,319.2130563,321.2142333,322.8299207,319.7826992,324.4380931,318.1643567
1965.25,322,317.4972615,325.0101559,322.1212018,321.8233769,320.3322418,320.0655675,325.0726371,323.4897187,323.485715,324.4339429,321.2436971,322.4185857,324.5536459,321.2986632,323.0325367,319.6042331
1965.333333,322.06,317.7096857,320.5402346,322.9790019,322.3125047,321.4610373,320.5216355,324.3435996,325.2106799,323.1193084,324.6449338,322.3897471,323.1897191,324.4006388,322.8956739,321.8977968,321.1593783
1965.416667,321.775,320.6447536,323.969741,321.145404,321.6825685,321.5447589,320.9462291,321.5907321,324.8538399,322.4339993,324.2466445,321.9564783,322.7952668,321.8519905,323.4226354,321.2830147,322.0457326
1965.5,321.04,312.8127191,314.999826,319.6509857,320.9279619,319.9628386,320.7015364,318.9434077,323.1830098,320.4284523,322.7979717,320.1827807,321.1986074,319.2031956,322.1808435,320.5587508,321.0913822
1965.583333,318.725,318.0071103,326.5215239,321.7302678,319.4696484,317.8925043,319.8743836,318.1056897,320.4889743,318.4896827,320.7925176,318.4677183,319.4807268,317.5457078,320.1663351,319.8205784,318.9933306
1965.666667,317.825,315.3865684,320.9093849,317.9225357,318.2881939,317.3560357,318.6572692,318.3590241,317.874707,317.9117176,318.8598254,317.6295465,318.787845,316.9559922,318.8354635,319.3957929,317.9283503
1965.75,317.34,323.1270418,324.3189236,318.2281514,317.6829461,318.6109066,317.7512475,318.4717687,317.5167089,319.1095455,318.2542102,318.0412583,318.589068,317.4773052,317.8930364,319.2141004,318.6671201
1965.833333,318.875,314.941161,323.7592716,315.8164602,318.0235361,319.4954069,317.381558,319.1738555,319.3226701,320.7187567,318.1019178,319.0582541,319.2359261,318.6706425,317.667279,319.2251631,319.8158108
1965.916667,319.325,316.2103636,315.9364694,318.9117577,318.8572555,319.4767393,317.7475418,320.7588383,320.3672787,322.2738166,318.7380097,319.1759709,320.404339,320.2248221,318.6982411,319.5947751,319.7959601
1966,320.54,323.8853714,332.9099426,318.1292172,320.2264817,319.5558656,319.1301653,322.1925516,319.3069903,323.8508681,320.5462185,318.4659467,321.452629,321.0590325,320.1567107,321.3979093,319.2886906
1966.083333,321.575,318.8117176,323.5746953,319.8009979,321.4389758,320.5009401,320.8811179,323.2625767,318.5582245,324.7009614,322.9450572,318.4417742,322.2935855,321.5368367,321.0775543,323.1341967,319.4648929
1966.166667,322.375,325.6375524,321.7074994,324.1675025,322.1522208,321.3618275,322.0886005,324.5918675,319.707764,324.3561214,324.9156957,319.7569051,323.0100095,323.1740236,321.846359,323.6656738,320.5240451
1966.25,323.66,323.5632289,312.4888928,319.6547137,322.7203991,322.3182851,322.9300409,325.6862139,322.0075997,324.0285803,325.5157313,322.3623029,323.9180333,325.0647298,323.2778512,322.8156632,321.8501226
1966.333333,324.025,316.6778663,316.7276014,324.103289,322.7494964,323.8247787,323.1952352,325.1522553,323.9025692,323.5893349,325.5928823,323.9313167,324.542585,325.1697939,324.4322277,322.0229263,323.0239976
1966.416667,323.7,321.0250792,322.9855694,321.7555953,322.6037109,324.1674876,323.112184,322.4392663,323.9842668,322.7587756,324.8416252,323.9409808,324.0473081,323.4086708,324.5850292,321.7038997,323.3056676
1966.5,322.85,327.5860254,319.7091784,317.8640758,321.7361223,322.4674301,322.4304182,319.7688742,322.7658462,320.6071003,323.3651115,322.5133535,322.4867296,321.0156898,323.0102471,321.5586764,321.9739214
1966.583333,320.2,313.1690627,319.3125891,322.4372441,320.618018,320.4387431,321.1892164,318.8410826,320.2380068,318.3653891,321.5027471,320.736119,321.0054944,319.4074495,320.8572847,321.5020075,319.5259653
1966.666667,318.7,325.3975765,327.650883,321.1782672,319.6166192,319.7763831,319.9073911,318.8292189,317.7490872,317.7550726,319.8312779,319.604377,320.3584288,318.8796854,319.0283551,321.3604704,318.1807752
1966.75,318.18,319.3698648,315.3212405,317.9961716,319.128041,320.9458229,319.3330758,318.7729224,318.0575912,318.8261052,319.2973153,319.8478401,320.3991431,319.4206951,317.9449088,321.1060405,318.9136249
1966.833333,319.9,324.1337051,320.2431349,316.9949772,319.369005,321.7501354,318.9872698,319.2086404,320.3698513,320.3864111,319.5390091,321.1396451,320.9163554,320.8262047,317.9977687,320.4221403,320.0627597
1966.916667,321.06,322.7487506,324.9927443,322.0687667,320.3802576,321.6217353,319.2753073,320.3020303,322.0331631,321.791,320.3633729,321.452185,321.7937172,322.0446267,319.4240193,320.5160085,319.9949173
1967,322.4,318.6968755,322.6723919,319.0544083,321.5957244,321.748051,320.6852383,321.2162893,321.2911121,323.31428,322.0279959,320.9660959,322.5831506,322.4159708,321.1284592,322.134328,319.7092675
1967.083333,322.425,321.4369732,316.1571463,323.5445642,322.6027957,322.0481663,322.3903344,321.922291,320.482219,324.2162505,324.0272777,321.0100917,322.8965494,322.3184706,322.2754877,324.2111137,320.2009837
1967.166667,323,329.3717041,318.5806442,319.5712914,322.9363269,322.2969488,323.8597407,323.3412907,321.321501,324.2139618,325.273989,322.4448881,323.2762547,323.4492288,323.0683746,324.983639,321.4734265
1967.25,324.28,325.3277701,328.4903935,322.0783143,323.3461678,322.9857455,324.8808465,324.6885863,323.5896838,324.2482065,325.6519849,324.907451,323.878428,325.0006562,324.2996932,324.4042267,322.7819973
1967.333333,324.95,317.1709978,318.7815036,324.5498661,323.4168999,324.1556627,325.0777641,324.5043497,325.3473574,324.1954888,325.0198962,326.564871,324.1448828,324.9884247,325.4456369,323.6470784,323.6317182
1967.416667,324.075,312.892686,318.1640134,324.0045614,322.93157,324.1023017,324.7916164,322.2769081,325.9123096,323.5034979,324.4813257,326.5621902,323.4295632,323.2166639,325.1435938,323.3940529,323.7394484
1967.5,322.48,320.3304982,313.6263832,322.9818981,322.0989113,321.9912378,323.5447154,319.7943662,324.7175054,321.5905754,322.6863028,324.6502661,321.6888764,320.9403579,323.410935,323.3742726,322.0426224
1967.583333,320.85,318.7020815,325.5417946,323.4414752,321.4368706,319.4285365,322.1392315,318.9672823,322.0887651,319.2578927,320.7276199,322.4141628,320.2732647,319.1550902,321.1346409,322.9285005,319.3129744
1967.666667,319.3,325.1212425,321.1024478,315.9612672,320.618714,318.8649508,320.9187141,319.0512421,319.6230864,318.5489713,319.6986996,320.818782,319.9176972,318.3900979,319.508221,322.4002053,317.7750473
1967.75,319.45,321.2531188,314.7046948,315.8962922,320.4255143,319.8812804,320.3285999,319.0817309,319.6215724,319.5526286,319.5507184,320.9722622,320.4882884,318.5673583,318.6582387,321.3829399,318.5229124
1967.833333,320.675,322.3015981,324.5119838,321.1994294,320.8337505,320.9999756,320.3456929,319.4940198,322.3556698,321.1536345,320.2734834,321.8120587,321.2928903,319.6962132,319.1653886,320.040377,319.6680324
1967.916667,321.92,317.6752972,319.2569819,321.9361377,321.5305001,321.4727195,320.8513101,320.7194518,323.9896767,322.5582537,321.1697785,322.4150837,322.3573743,320.758934,320.9544807,319.6244383,319.9978163
1968,322.55,330.2583874,320.5836103,322.2847765,322.7846138,322.00434,322.0259631,321.634346,323.2864854,324.1065363,322.8034863,322.013432,323.357757,320.803041,323.1931657,321.3148221,320.0458291
1968.083333,323.05,317.6781911,324.8156401,320.2613557,323.4064982,322.5182101,323.866945,322.5140346,322.1516439,325.1372915,324.6707926,321.9429718,323.7650865,320.7350874,324.7019062,323.5261562,320.8223332
1968.166667,323.92,327.212123,321.118315,325.1847088,323.9039052,322.8158412,325.53549,323.8962793,322.4939821,325.475578,325.7623526,323.561709,324.1199807,321.6181531,325.5147532,324.5644642,322.3601888
1968.25,324.975,318.6375501,324.834872,325.4214883,323.8142236,323.5608555,326.6019793,325.9116892,324.0940486,325.6829653,326.1826963,325.9013685,324.8351824,323.3900313,326.3605411,324.4287631,323.5378571
1968.333333,325.475,326.0462157,321.3189973,323.4337963,323.7757384,324.7916374,326.861063,326.4601582,325.3779855,325.9334241,325.8641361,327.5552424,325.2392142,324.161296,326.8057121,324.1969723,324.4725103
1968.416667,325.26,329.1922937,329.1726726,325.1244565,323.8153513,325.042319,326.3844254,324.7476581,325.8401875,325.4601589,325.3430186,327.3495042,324.6125065,322.9943118,326.2329952,324.3572067,324.4476864
1968.5,324.025,324.6224857,317.8006096,325.4796317,323.1950657,323.2890187,324.7773129,322.7663841,324.5836477,323.1669416,323.7228725,325.4337716,322.9093278,321.4611389,324.0141505,324.5706017,322.8502624
1968.583333,321.94,325.3361895,322.4320202,323.0548159,322.6135059,320.8729891,323.1025414,322.0683164,321.7080582,320.5187988,322.1204701,322.8074908,321.7949341,320.0712378,321.7294684,324.2426738,320.0118511
1968.666667,320.25,327.6538298,323.9710817,320.124149,322.1356598,320.4307124,322.0005672,321.8887677,319.1022559,319.198077,321.2412398,320.8004586,321.5561213,319.6446233,319.8467513,323.7266471,318.7238931
1968.75,320.275,317.4397568,326.4961532,324.4818677,322.3803458,322.0276905,321.7608014,321.9112881,319.3613277,320.0083101,321.5634175,320.6388125,322.3302541,319.9458579,319.2218629,322.8674916,319.6487404
1968.833333,321.32,322.0487655,324.4385009,323.2604992,322.8353287,323.457812,322.0181216,322.1800611,321.9824252,321.3793852,322.3349157,321.7689878,323.43389,321.2733395,320.0948338,321.584575,321.0073813
1968.916667,322.925,320.9703031,325.0732512,323.4182154,323.6550779,324.0792828,322.6516054,323.1047842,324.1154514,322.6568581,323.154786,322.6728711,324.8850449,322.6932829,322.1777817,321.1275762,321.9812574
1969,323.925,332.1745331,334.9659156,320.5438848,324.5437323,324.5505049,323.787823,323.6652191,323.896933,324.0198254,324.202096,322.7680584,325.5762577,323.1620142,324.5499504,323.1590876,322.398576
1969.083333,324.275,334.332719,322.4021139,320.1807913,325.2314007,324.7492807,325.1064642,324.2182565,322.9698356,325.0652612,325.5683353,322.7398465,325.8845292,323.1444435,325.9743373,325.9020567,323.687307
1969.166667,325.6,319.904694,316.136298,319.9562456,325.5997048,324.6310145,326.8906892,325.3531618,323.2642733,325.595887,326.2302082,324.0787959,326.1441775,324.3456565,326.4318327,327.4749153,325.6289533
1969.25,326.575,321.8462517,328.7419181,325.9334189,325.6800824,324.7830021,327.8534831,327.3140251,324.6324714,326.2030581,326.1704399,326.0043775,326.6731855,326.4933333,326.7680435,327.9055527,327.1378982
1969.333333,327.28,328.2302636,319.7792135,326.6335698,325.6412826,325.6465411,328.1249205,327.7938936,326.1093957,326.7049456,325.7044531,327.4692012,326.9603972,327.471318,326.9233418,328.0579575,328.1192512
1969.416667,326.55,333.2949225,317.6334044,323.8660673,325.6277325,325.7147602,327.1224942,326.1980107,326.613159,326.3039138,324.9860721,326.9944167,325.9999646,326.9461983,325.8958365,327.9739805,328.2686004
1969.5,325.8,329.4940457,319.9683886,324.1245437,325.48138,323.6898192,325.4713837,324.0365873,325.5202401,324.0547519,323.4612183,325.0380358,324.1736572,325.4453213,323.656721,327.7634269,326.7471735
